Results_Name,VSPAERO_History
Results_Timestamp,1764442717
Results_Date,11,29,2025
Results_Time,13,58,37
Alpha,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,-5.719788299999999678e-05,-3.782220499999999882e-05,-3.724844400000000105e-05,-3.708278399999999966e-05
CDiw,0.000000000000000000e+00,1.334168219999999931e-04,1.330064339999999939e-04,1.341934540000000095e-04,1.342349179999999937e-04
CDo,7.747651177999999653e-03,7.753225229000000260e-03,7.756161196999999778e-03,7.756295425999999889e-03,7.756307785999999940e-03
CDtot,7.747651177999999653e-03,7.696027345999999734e-03,7.718338992000000308e-03,7.719046981999999786e-03,7.719225001999999690e-03
CDwtot,7.747651177999999653e-03,7.886642051000000361e-03,7.889167630000000833e-03,7.890488880999999705e-03,7.890542703999999311e-03
CFxi,0.000000000000000000e+00,-2.429472622999999908e-03,-3.191851710000000088e-03,-3.218563838999999923e-03,-3.221039826999999925e-03
CFxiw,0.000000000000000000e+00,-2.235808459000000054e-03,-3.019324120999999830e-03,-3.045493173999999983e-03,-3.048115009000000077e-03
CFxo,7.777245946999999590e-03,7.782841290000000120e-03,7.785788471999999932e-03,7.785923214999999724e-03,7.785935622000000021e-03
CFxtot,7.777245946999999590e-03,5.353368667000000213e-03,4.593936762999999840e-03,4.567359376000000235e-03,4.564895795000000096e-03
CFxwtot,7.777245946999999590e-03,5.547032831000000067e-03,4.766464350999999669e-03,4.740430040999999740e-03,4.737820612999999945e-03
CFyi,0.000000000000000000e+00,-7.867519700000000032e-05,-7.178841000000000272e-06,-4.460430000000000190e-07,-1.170989999999999953e-07
CFyiw,0.000000000000000000e+00,-6.768497299999999941e-05,-5.457345000000000009e-06,-2.415240000000000126e-07,-9.549999999999999075e-10
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-7.867519700000000032e-05,-7.178841000000000272e-06,-4.460430000000000190e-07,-1.170989999999999953e-07
CFywtot,0.000000000000000000e+00,-6.768497299999999941e-05,-5.457345000000000009e-06,-2.415240000000000126e-07,-9.549999999999999075e-10
CFzi,0.000000000000000000e+00,-2.711272703900000081e-02,-3.604907085299999953e-02,-3.636097504900000221e-02,-3.639117645800000328e-02
CFziw,0.000000000000000000e+00,-2.708619398200000014e-02,-3.603711030199999860e-02,-3.634984347899999912e-02,-3.638028693200000274e-02
CFzo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFztot,0.000000000000000000e+00,-2.711272703900000081e-02,-3.604907085299999953e-02,-3.636097504900000221e-02,-3.639117645800000328e-02
CFzwtot,0.000000000000000000e+00,-2.708619398200000014e-02,-3.603711030199999860e-02,-3.634984347899999912e-02,-3.638028693200000274e-02
CLi,0.000000000000000000e+00,-2.722129741800000113e-02,-3.619008146100000101e-02,-3.650312688300000330e-02,-3.653342916300000159e-02
CLiw,0.000000000000000000e+00,-2.717798638300000097e-02,-3.616312965400000218e-02,-3.647695356999999805e-02,-3.650750968500000165e-02
CLo,6.778316469999999582e-04,6.783193129999999776e-04,6.785761770000000139e-04,6.785879210000000331e-04,6.785890020000000505e-04
