Results_Name,VSPAERO_History
Results_Timestamp,1764442004
Results_Date,11,29,2025
Results_Time,13,46,44
Alpha,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,1.160825390000000054e-04,1.449227729999999937e-04,1.460913459999999941e-04,1.464474690000000122e-04
CDiw,0.000000000000000000e+00,1.784305889999999886e-04,1.781436919999999913e-04,1.781349460000000002e-04,1.783529420000000063e-04
CDo,7.747651177999999653e-03,7.754542461000000012e-03,7.758556875999999755e-03,7.758847127000000066e-03,7.758867416000000093e-03
CDtot,7.747651177999999653e-03,7.870624999999999150e-03,7.903479648999999288e-03,7.904938473000000521e-03,7.905314885000000458e-03
CDwtot,7.747651177999999653e-03,7.932973050000000081e-03,7.936700568000000858e-03,7.936982072000000124e-03,7.937220357999999476e-03
CFxi,0.000000000000000000e+00,-2.446611224999999980e-03,-3.396492472999999932e-03,-3.453356790000000186e-03,-3.456426625999999957e-03
CFxiw,0.000000000000000000e+00,-2.381999067999999824e-03,-3.363014046999999920e-03,-3.421282264000000128e-03,-3.424528193000000130e-03
CFxo,7.777245946999999590e-03,7.784163553999999714e-03,7.788193302000000207e-03,7.788484661999999989e-03,7.788505028999999705e-03
CFxtot,7.777245946999999590e-03,5.337552328000000172e-03,4.391700830000000270e-03,4.335127872999999799e-03,4.332078403000000182e-03
CFxwtot,7.777245946999999590e-03,5.402164485000000328e-03,4.425179254999999853e-03,4.367202397999999861e-03,4.363976835999999575e-03
CFyi,0.000000000000000000e+00,-1.561313580000000059e-04,-1.766293200000000079e-05,-3.288229999999999792e-07,-1.330600000000000017e-08
CFyiw,0.000000000000000000e+00,-1.454927529999999953e-04,-1.417490500000000079e-05,-1.443749999999999941e-07,-4.690000000000000348e-10
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-1.561313580000000059e-04,-1.766293200000000079e-05,-3.288229999999999792e-07,-1.330600000000000017e-08
CFywtot,0.000000000000000000e+00,-1.454927529999999953e-04,-1.417490500000000079e-05,-1.443749999999999941e-07,-4.690000000000000348e-10
CFzi,0.000000000000000000e+00,-2.929679202800000021e-02,-4.048488895099999763e-02,-4.114825894100000020e-02,-4.118743337999999921e-02
CFziw,0.000000000000000000e+00,-2.927363534500000003e-02,-4.048339609700000313e-02,-4.114930450800000084e-02,-4.118890686499999954e-02
CFzo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFztot,0.000000000000000000e+00,-2.929679202800000021e-02,-4.048488895099999763e-02,-4.114825894100000020e-02,-4.118743337999999921e-02
CFzwtot,0.000000000000000000e+00,-2.927363534500000003e-02,-4.048339609700000313e-02,-4.114930450800000084e-02,-4.118890686499999954e-02
CLi,0.000000000000000000e+00,-2.939854510799999945e-02,-4.062685555000000032e-02,-4.129265726800000064e-02,-4.133195019099999978e-02
CLiw,0.000000000000000000e+00,-2.936984522200000031e-02,-4.062245054000000050e-02,-4.129090337800000315e-02,-4.133063793800000052e-02
CLo,6.778316469999999582e-04,6.784345559999999499e-04,6.787857719999999513e-04,6.788111659999999633e-04,6.788129410000000264e-04
